STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2023,,5.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,LV,Latvia,2024,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2011,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2012,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2013,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2014,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2015,,2.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2016,,1.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2017,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2018,,2.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2019,,2.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,ME,Montenegro,2020,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2011,,1.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2012,,2.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2013,,1.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2014,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2015,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2016,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2017,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2018,,2.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2019,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MK,North Macedonia,2020,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2008,,6.4,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2009,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2010,,5.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2011,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2012,,6.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2013,,6.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2014,,6.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2015,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2016,,6.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2017,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2018,,5.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2019,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2020,,6.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2021,,5.6,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2022,,6.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2023,,6.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,MT,Malta,2024,,6.2,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,NL,Netherlands,2008,,4.0,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,NL,Netherlands,2009,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,NL,Netherlands,2010,,3.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,NL,Netherlands,2011,,3.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,NL,Netherlands,2012,,3.8,,,,,
